timestamp_sec,faces_detected,emotion_anger,emotion_disgust,emotion_fear,emotion_happiness,emotion_sadness,emotion_surprise,emotion_neutral
0.0,1,0.007898307405412197,0.9895720481872559,0.0009434712119400501,0.00020251129171811044,0.000949528010096401,4.7063713282113895e-05,0.00038709957152605057
1.0,1,0.3907482624053955,0.5937503576278687,0.003701096633449197,0.001030076527968049,0.009152612648904324,0.0009101848700083792,0.0007074283785186708
2.0,1,0.15034404397010803,0.8388485312461853,0.0023095717187970877,0.001068744109943509,0.006530177313834429,0.00021583768830168992,0.0006830672500655055
3.0,1,0.11066107451915741,0.8706874847412109,0.004184925463050604,0.0008899824460968375,0.01266857236623764,0.0003315620997454971,0.0005763243534602225
4.0,1,0.3773361146450043,0.5826544761657715,0.0033515826798975468,0.00555938808247447,0.029081014916300774,0.00046535712317563593,0.0015520803863182664
5.0,1,0.15932531654834747,0.8278641104698181,0.0016745185712352395,0.0004832640406675637,0.009345946833491325,0.000459036702523008,0.0008477650117129087
6.0,1,0.2231747955083847,0.047849737107753754,0.029794935137033463,0.07614555954933167,0.5252282023429871,0.009947502985596657,0.08785926550626755
7.0,1,0.8490822911262512,0.10327605903148651,0.009860757738351822,0.002734145848080516,0.032343342900276184,0.0017463931581005454,0.0009569216636009514
8.0,1,0.21522192656993866,0.7770031094551086,0.0013396024005487561,0.0005558921839110553,0.00422283262014389,0.0005256595322862267,0.0011310660047456622
9.0,1,0.2332611232995987,0.6056240200996399,0.05041077360510826,0.0032134889625012875,0.10056453198194504,0.005532658193260431,0.0013932831352576613
10.0,1,0.021332813426852226,0.005063086748123169,0.01205529272556305,0.017812291160225868,0.20450833439826965,0.6390866637229919,0.10014154016971588
11.0,1,0.013715973123908043,0.0048192935064435005,0.023784032091498375,0.18872416019439697,0.0834091305732727,0.6760396957397461,0.009507710114121437
12.0,1,0.00741841085255146,0.0010633300989866257,0.023115025833249092,0.16580820083618164,0.05811208486557007,0.6349062323570251,0.1095767393708229
13.0,1,0.08872068673372269,0.9028108716011047,0.0017870395677164197,0.0017182840965688229,0.00429362989962101,0.0001647643221076578,0.0005046093137934804
14.0,1,0.15696439146995544,0.04530977085232735,0.00012042815797030926,0.012704976834356785,0.6292332410812378,5.8546309446683154e-05,0.155608668923378
15.0,1,0.015217726118862629,0.9834921956062317,0.00037327903555706143,5.5784894357202575e-05,0.0005723614594899118,8.288850222015753e-05,0.00020576899987645447
16.0,1,0.28001120686531067,0.5911033153533936,0.0045915930531919,0.0032336039002984762,0.11906836926937103,0.0006869942881166935,0.001304857200011611
17.0,1,0.025153126567602158,0.9641077518463135,0.0006196583271957934,0.00021305133122950792,0.00929377693682909,7.205004658317193e-05,0.0005405454430729151
18.0,1,0.04795621335506439,0.008049599826335907,0.0006214472814463079,0.022211099043488503,0.6213288307189941,0.0002358856872888282,0.2995968163013458
19.0,1,0.39693254232406616,0.3809365928173065,0.03236681967973709,0.022785544395446777,0.0649924948811531,0.09504428505897522,0.006941867992281914
20.0,1,0.5790513753890991,0.058618608862161636,0.03389696776866913,0.10855743288993835,0.10097751766443253,0.08812832087278366,0.030769824981689453
21.0,1,0.43764469027519226,0.546341061592102,0.0022285578306764364,0.0018810766050592065,0.010772088542580605,0.0005042832344770432,0.000628310430329293
22.0,1,0.016093693673610687,0.9744846820831299,3.2817279134178534e-05,0.0008906270377337933,0.005194169003516436,1.8110134988091886e-05,0.0032857961487025023
23.0,1,0.19485890865325928,0.7910831570625305,0.003943074960261583,0.0004523015522863716,0.0088358698412776,0.0003406596079003066,0.0004861858324147761
24.0,1,0.03236003592610359,0.9627838730812073,0.0006133693968877196,0.0007120025693438947,0.0030420522671192884,8.424131374340504e-05,0.0004042889049742371
25.0,1,0.12893101572990417,0.45224109292030334,0.005455435253679752,0.0015081625897437334,0.40932679176330566,0.0009797019883990288,0.001557854120619595
26.0,1,0.037997353821992874,0.9576329588890076,0.00020528184541035444,0.00018939135770779103,0.0027820973191410303,2.663704799488187e-05,0.001166311907581985
27.0,1,0.15841393172740936,0.7902288436889648,0.0034900594037026167,0.0018039736896753311,0.04252253472805023,0.0008425264968536794,0.002698188880458474
28.0,1,0.14677119255065918,0.7729990482330322,0.007886006496846676,0.0006410134956240654,0.06998568773269653,0.0005598908173851669,0.0011572245275601745
29.0,1,0.17329144477844238,0.7104413509368896,0.011351943016052246,0.00042512823711149395,0.09917643666267395,0.0034571567084640265,0.0018564756028354168
30.0,1,0.09363599121570587,0.7704207897186279,0.005257078446447849,0.0037582560908049345,0.12052930146455765,0.0035364890936762094,0.002862057648599148
31.0,1,0.01818033494055271,0.981021523475647,1.4674265912617557e-05,1.845419865276199e-05,0.00043639037176035345,9.960926036001183e-06,0.0003186692192684859
